order_id,date,item_name,item_type,item_price,quantity,transaction_amount,transaction_type,received_by,time_of_sale
6932120,10/30/2022,Sugarcane juice,Fastfood,20,13,445,Cash,Mrs.,Evening
6065510,02-04-2023,Sandwich,Fastfood,25,3,109,Cash,Mr.,Midnight
12581530,10-03-2022,Panipuri,Beverages,50,10,385,Cash,Mr.,Morning
8899127,02-02-2023,Frankie,Fastfood,40,5,309,Cash,Mr.,Evening
15087284,11/23/2022,Sandwich,Fastfood,50,8,255,Cash,Mr.,Evening
2902021,4/15/2022,Cold coffee,Beverages,40,12,747,Online,Mr.,Afternoon
3374502,9/24/2022,Sugarcane juice,Beverages,60,9,208,Online,Mr.,Morning
13058281,4/30/2022,Aalopuri,Beverages,20,7,153,Cash,Mrs.,Midnight
7394287,5/19/2022,Frankie,Fastfood,60,15,662,Cash,Mrs.,Afternoon
5785440,02-09-2023,Sandwich,Beverages,60,6,135,Cash,Mrs.,Midnight
7676206,1/16/2023,Panipuri,Fastfood,40,14,628,Cash,Mrs.,Night
14568042,12/28/2022,Sugarcane juice,Fastfood,20,9,533,Online,Mrs.,Morning
3513687,4/26/2022,Frankie,Beverages,50,11,101,Online,Mr.,Afternoon
1890952,11-02-2022,Cold coffee,Beverages,40,7,156,Cash,Mr.,Morning
3142459,8/15/2022,Frankie,Fastfood,50,14,671,Cash,Mrs.,Afternoon
8399486,11/13/2022,Vadapav,Fastfood,20,14,276,Cash,Mrs.,Evening
9479449,5/21/2022,Panipuri,Fastfood,25,12,584,Cash,Mr.,Midnight
3993166,7/22/2022,Frankie,Beverages,25,6,155,Online,Mrs.,Midnight
6425771,5/18/2022,Cold coffee,Beverages,60,1,59,Cash,Mr.,Afternoon
16040501,2/24/2023,Aalopuri,Beverages,20,7,285,Online,Mr.,Evening
5929231,11/20/2022,Aalopuri,Fastfood,20,3,118,Cash,Mr.,Afternoon
9070626,09-05-2022,Sugarcane juice,Beverages,20,5,63,Online,Mrs.,Morning
13798231,09-04-2022,Vadapav,Fastfood,20,5,123,Cash,Mr.,Morning
2183806,8/27/2022,Vadapav,Fastfood,20,12,357,Online,Mr.,Night
9687537,05-01-2022,Frankie,Beverages,25,4,128,Cash,Mrs.,Evening
1091772,4/16/2022,Cold coffee,Fastfood,40,11,469,Online,Mr.,Night
5352678,11/27/2022,Panipuri,Fastfood,20,10,221,Cash,Mr.,Night
14566925,05-04-2022,Vadapav,Fastfood,20,3,56,Online,Mrs.,Midnight
2178907,3/25/2023,Cold coffee,Beverages,40,12,483,Online,Mr.,Evening
13987990,12-08-2022,Sandwich,Fastfood,25,10,225,Online,Mr.,Midnight
6994774,11/27/2022,Sandwich,Fastfood,25,9,435,Online,Mr.,Night
12223572,05-03-2022,Frankie,Fastfood,60,10,318,Online,Mr.,Afternoon
12687264,9/19/2022,Panipuri,Fastfood,20,15,700,Online,Mrs.,Afternoon
8488703,6/25/2022,Frankie,Beverages,40,4,161,Cash,Mr.,Evening
14277059,05-07-2022,Frankie,Beverages,40,10,428,Cash,Mrs.,Evening
14633297,02-12-2023,Cold coffee,Beverages,40,8,346,Cash,Mrs.,Morning
8168494,5/13/2022,Aalopuri,Fastfood,20,11,120,Online,Mrs.,Morning
13251678,7/27/2022,Sandwich,Fastfood,20,14,558,Cash,Mr.,Night
7022987,08-01-2022,Frankie,Fastfood,25,14,703,Cash,Mrs.,Evening
7757314,01-10-2023,Frankie,Beverages,60,2,70,Cash,Mr.,Midnight
14384663,09-04-2022,Cold coffee,Fastfood,50,2,162,Cash,Mrs.,Evening
1780624,3/26/2023,Cold coffee,Beverages,40,13,439,Cash,Mrs.,Afternoon
9969430,6/30/2022,Panipuri,Fastfood,50,11,457,Online,Mr.,Night
2419693,09-11-2022,Aalopuri,Fastfood,20,11,274,Online,Mrs.,Evening
399558,5/26/2022,Sugarcane juice,Fastfood,20,5,78,,Mr.,Midnight
2408171,4/25/2022,Frankie,Fastfood,60,12,316,Cash,Mrs.,Morning
5945952,9/17/2022,Vadapav,Fastfood,20,15,478,Cash,Mr.,Midnight
392336,09-06-2022,Sugarcane juice,Beverages,20,11,253,Cash,Mrs.,Midnight
7663189,5/30/2022,Sugarcane juice,Fastfood,20,4,207,Cash,Mr.,Afternoon
7768589,1/13/2023,Sandwich,Beverages,50,5,326,,Mrs.,Evening
6479353,10-11-2022,Vadapav,Fastfood,20,6,494,Online,Mrs.,Evening
9254579,5/15/2022,Frankie,Fastfood,40,4,169,Cash,Mr.,Evening
11549423,05-01-2022,Frankie,Beverages,25,12,471,Cash,Mr.,Night
5751757,12-04-2022,Frankie,Beverages,25,9,71,,Mrs.,Night
2339450,8/30/2022,Sandwich,Beverages,50,2,208,Online,Mr.,Afternoon
12148849,05-09-2022,Vadapav,Beverages,20,15,629,Online,Mr.,Night
7275853,02-08-2023,Aalopuri,Fastfood,20,4,81,Online,Mr.,Morning
11103774,9/14/2022,Vadapav,Fastfood,20,14,737,Online,Mr.,Afternoon
15956953,2/14/2023,Sandwich,Beverages,25,7,124,Online,Mr.,Midnight
13307542,09-04-2022,Vadapav,Fastfood,50,9,272,Cash,Mr.,Evening
13669893,10/28/2022,Sandwich,Fastfood,60,11,418,Online,Mr.,Morning
6091962,03-07-2023,Cold coffee,Fastfood,25,12,556,Cash,Mr.,Night
4682850,10/13/2022,Aalopuri,Fastfood,20,10,431,Cash,Mr.,Night
10986953,9/21/2022,Frankie,Beverages,20,9,231,Cash,Mr.,Evening
11254419,2/25/2023,Frankie,Fastfood,60,6,134,Online,Mr.,Night
1059491,5/22/2022,Cold coffee,Beverages,40,5,122,Cash,Mr.,Afternoon
6613881,7/31/2022,Aalopuri,Fastfood,20,6,179,Cash,Mr.,Afternoon
4550685,9/14/2022,Cold coffee,Fastfood,40,4,283,Cash,Mrs.,Midnight
9205,07-11-2022,Sandwich,Beverages,20,10,464,Cash,Mr.,Evening
6061498,07-03-2022,Cold coffee,Beverages,25,13,588,Online,Mrs.,Night
5790547,12-04-2022,Panipuri,Fastfood,25,9,259,Cash,Mrs.,Evening
6000411,06-12-2022,Cold coffee,Beverages,40,11,606,Cash,Mr.,Morning
14649150,03-01-2023,Cold coffee,Beverages,60,15,734,Online,Mrs.,Afternoon
15641741,10/14/2022,Cold coffee,Beverages,50,1,34,Cash,Mrs.,Midnight
22874,05-07-2022,Panipuri,Fastfood,20,1,32,Online,Mrs.,Evening
3477956,6/28/2022,Vadapav,Beverages,25,12,154,,Mrs.,Morning
16007058,6/18/2022,Cold coffee,Fastfood,60,8,421,Online,Mr.,Afternoon
14604696,03-05-2023,Panipuri,Fastfood,20,2,61,Online,Mrs.,Morning
1012337,01-06-2023,Vadapav,Fastfood,20,2,26,Cash,Mr.,Night
10537167,07-08-2022,Sugarcane juice,Fastfood,50,4,290,Online,Mrs.,Night
8952300,08-10-2022,Panipuri,Fastfood,60,11,450,Online,Mrs.,Evening
2487833,1/25/2023,Sugarcane juice,Fastfood,20,3,94,,Mr.,Midnight
11205512,5/31/2022,Cold coffee,Beverages,40,3,263,Cash,Mrs.,Night
13583331,1/30/2023,Sandwich,Fastfood,40,9,177,Cash,Mrs.,Morning
10259139,2/13/2023,Sandwich,Fastfood,40,6,397,Online,Mr.,Evening
7408328,2/21/2023,Sandwich,Fastfood,60,15,784,Cash,Mrs.,Evening
11556019,7/27/2022,Aalopuri,Fastfood,20,4,195,,Mr.,Afternoon
1727339,4/17/2022,Panipuri,Fastfood,20,12,455,Cash,Mrs.,Midnight
6334414,5/14/2022,Panipuri,Beverages,50,5,227,Cash,Mrs.,Morning
15853521,05-12-2022,Panipuri,Fastfood,20,1,34,Online,Mrs.,Midnight
2714945,4/26/2022,Aalopuri,Beverages,20,14,493,Online,Mr.,Night
7751653,03-12-2023,Sandwich,Beverages,60,9,330,Cash,Mrs.,Evening
14839022,6/18/2022,Sugarcane juice,Fastfood,20,9,339,Online,Mrs.,Evening
16752561,09-03-2022,Aalopuri,Beverages,20,4,80,Cash,Mr.,Midnight
16702402,01-05-2023,Vadapav,Fastfood,50,12,174,Cash,Mrs.,Night
1011778,5/21/2022,Cold coffee,Fastfood,40,3,217,Cash,Mrs.,Midnight
11241288,03-07-2023,Sandwich,Fastfood,60,14,670,Cash,Mrs.,Afternoon
9274473,12/14/2022,Cold coffee,Fastfood,60,4,125,Cash,Mr.,Night
1637761,05-06-2022,Vadapav,Beverages,20,4,51,Cash,Mr.,Night
12952638,12-11-2022,Frankie,Beverages,60,4,179,Online,Mrs.,Midnight
14591706,12/22/2022,Cold coffee,Fastfood,60,13,588,Cash,Mr.,Afternoon
13925050,2/16/2023,Sugarcane juice,Fastfood,50,6,100,,Mr.,Night
10373978,11-10-2022,Panipuri,Beverages,25,8,248,Cash,Mr.,Evening
5691509,5/22/2022,Aalopuri,Fastfood,20,12,149,Cash,Mrs.,Evening
12250569,8/31/2022,Frankie,Fastfood,50,13,638,Cash,Mr.,Evening
11297762,02-03-2023,Panipuri,Fastfood,20,14,400,,Mrs.,Afternoon
8973467,8/25/2022,Panipuri,Fastfood,25,15,858,,Mrs.,Evening
11058605,08-12-2022,Panipuri,Fastfood,50,8,156,Cash,Mrs.,Morning
14724105,8/20/2022,Aalopuri,Fastfood,20,3,94,Cash,Mrs.,Midnight
6192340,4/15/2022,Frankie,Fastfood,20,3,179,Cash,Mrs.,Midnight
15979956,8/20/2022,Sugarcane juice,Beverages,25,11,351,Online,Mr.,Midnight
8239694,05-05-2022,Aalopuri,Fastfood,20,10,62,Online,Mrs.,Afternoon
15766115,01-02-2023,Sandwich,Beverages,60,15,501,,Mr.,Afternoon
6165631,2/24/2023,Aalopuri,Fastfood,20,15,451,Cash,Mrs.,Midnight
3622747,10-05-2022,Sandwich,Fastfood,25,9,351,Cash,Mrs.,Evening
13830653,04-12-2022,Sugarcane juice,Fastfood,20,2,41,Cash,Mrs.,Midnight
3136919,08-03-2022,Sugarcane juice,Beverages,25,13,523,,Mr.,Afternoon
6224082,04-02-2022,Frankie,Fastfood,20,13,797,Cash,Mrs.,Morning
2163480,06-08-2022,Cold coffee,Fastfood,50,7,188,Online,Mrs.,Evening
3563071,10-03-2022,Cold coffee,Beverages,40,9,475,Online,Mrs.,Morning
11424581,11/16/2022,Vadapav,Beverages,20,2,75,Cash,Mrs.,Midnight
8473653,12-05-2022,Panipuri,Beverages,20,15,620,,Mr.,Afternoon
10844210,4/30/2022,Vadapav,Fastfood,20,2,32,Cash,Mr.,Afternoon
1587360,08-12-2022,Cold coffee,Beverages,40,15,803,,Mr.,Morning
1677247,11-05-2022,Frankie,Beverages,25,2,62,,Mrs.,Evening
2094856,3/19/2023,Aalopuri,Fastfood,20,7,75,Cash,Mr.,Midnight
2291990,2/26/2023,Frankie,Beverages,25,12,433,Cash,Mrs.,Morning
12792490,1/15/2023,Sugarcane juice,Fastfood,20,15,452,Cash,Mr.,Night
4021911,02-09-2023,Aalopuri,Fastfood,20,5,123,Online,Mrs.,Evening
8017223,10-12-2022,Vadapav,Fastfood,25,10,406,,Mrs.,Night
14051994,10-06-2022,Frankie,Fastfood,20,10,415,Online,Mrs.,Evening
10070371,08-12-2022,Frankie,Fastfood,25,6,72,Cash,Mr.,Evening
1434390,9/17/2022,Sugarcane juice,Fastfood,20,14,256,Online,Mr.,Morning
14682368,07-04-2022,Frankie,Fastfood,50,14,522,,Mr.,Midnight
5571069,01-03-2023,Aalopuri,Beverages,25,1,28,Online,Mr.,Morning
6767340,01-11-2023,Cold coffee,Fastfood,20,2,79,Cash,Mrs.,Afternoon
15811728,12-04-2022,Sandwich,Fastfood,60,1,28,Online,Mr.,Afternoon
4529584,01-01-2023,Cold coffee,Fastfood,50,2,111,Cash,Mrs.,Morning
8289452,12/17/2022,Aalopuri,Fastfood,20,14,228,Online,Mrs.,Morning
4247851,12/29/2022,Sugarcane juice,Fastfood,20,4,86,Online,Mr.,Morning
11324006,8/31/2022,Aalopuri,Beverages,25,2,70,,Mrs.,Afternoon
9810566,02-03-2023,Cold coffee,Beverages,50,11,227,Cash,Mrs.,Midnight
13404571,2/23/2023,Vadapav,Fastfood,20,14,489,Cash,Mrs.,Evening
14331237,01-11-2023,Cold coffee,Fastfood,40,9,704,Cash,Mrs.,Night
7282644,3/15/2023,Cold coffee,Beverages,40,14,481,Cash,Mr.,Afternoon
11467690,07-04-2022,Aalopuri,Fastfood,20,4,27,Online,Mr.,Night
9003510,6/25/2022,Aalopuri,Fastfood,20,13,280,Online,Mrs.,Evening
333907,6/28/2022,Vadapav,Beverages,50,8,322,Cash,Mrs.,Midnight
4377174,11/16/2022,Sugarcane juice,Fastfood,20,9,234,Cash,Mrs.,Midnight
16078846,07-06-2022,Vadapav,Fastfood,20,2,87,Cash,Mrs.,Evening
13758473,03-08-2023,Sugarcane juice,Fastfood,20,15,671,Online,Mr.,Afternoon
13824347,8/31/2022,Sugarcane juice,Fastfood,50,13,316,Cash,Mr.,Midnight
10473399,3/23/2023,Frankie,Fastfood,60,14,735,Online,Mr.,Midnight
11929735,9/28/2022,Panipuri,Beverages,40,9,218,Cash,Mr.,Night
14372365,8/27/2022,Vadapav,Beverages,60,15,305,Cash,Mr.,Night
11948309,6/13/2022,Frankie,Beverages,50,14,380,Cash,Mr.,Midnight
5951624,4/16/2022,Aalopuri,Fastfood,20,3,62,Cash,Mr.,Morning
2301404,09-04-2022,Panipuri,Fastfood,60,14,633,Online,Mrs.,Night
1862938,4/21/2022,Vadapav,Fastfood,20,3,62,Cash,Mr.,Night
16660141,1/18/2023,Sugarcane juice,Fastfood,25,11,540,Online,Mr.,Midnight
6265553,09-09-2022,Sugarcane juice,Fastfood,20,5,49,Cash,Mrs.,Midnight
7656815,11/15/2022,Cold coffee,Fastfood,25,14,645,Cash,Mrs.,Night
3169456,8/13/2022,Aalopuri,Beverages,20,2,27,,Mr.,Midnight
2322276,1/20/2023,Sandwich,Fastfood,60,10,410,Cash,Mr.,Afternoon
1493968,11/14/2022,Cold coffee,Fastfood,40,11,492,Online,Mrs.,Evening
5474641,2/13/2023,Sugarcane juice,Fastfood,60,8,281,Cash,Mr.,Midnight
7508874,1/16/2023,Aalopuri,Fastfood,20,7,178,Cash,Mrs.,Midnight
11286389,5/21/2022,Aalopuri,Fastfood,20,6,90,Online,Mrs.,Midnight
1072216,6/20/2022,Frankie,Beverages,50,2,37,Online,Mr.,Midnight
14057520,2/13/2023,Panipuri,Fastfood,60,9,457,Cash,Mrs.,Morning
961651,7/18/2022,Cold coffee,Beverages,60,15,741,Cash,Mr.,Morning
8032915,12/25/2022,Sugarcane juice,Fastfood,25,14,682,Cash,Mr.,Morning
14126697,7/24/2022,Sugarcane juice,Fastfood,50,6,91,Online,Mr.,Midnight
12075480,8/31/2022,Vadapav,Fastfood,20,14,281,Online,Mr.,Night
5345099,4/30/2022,Cold coffee,Beverages,40,12,744,Cash,Mrs.,Afternoon
2908171,05-05-2022,Panipuri,Fastfood,50,10,183,Cash,Mrs.,Morning
5916986,8/15/2022,Cold coffee,Fastfood,40,10,327,Cash,Mrs.,Midnight
9342204,10-06-2022,Sugarcane juice,Fastfood,60,15,713,Cash,Mr.,Morning
3033633,6/15/2022,Aalopuri,Beverages,20,8,71,Cash,Mr.,Evening
13790414,10/18/2022,Sandwich,Fastfood,60,13,301,Cash,Mr.,Night
16730658,12-10-2022,Aalopuri,Fastfood,20,11,283,Online,Mrs.,Afternoon
7908631,6/13/2022,Frankie,Beverages,20,4,162,Online,Mrs.,Night
13819175,12-03-2022,Sugarcane juice,Beverages,25,2,32,Cash,Mrs.,Evening
10358203,10/24/2022,Vadapav,Beverages,25,12,135,Online,Mrs.,Midnight
7049882,2/27/2023,Vadapav,Fastfood,20,15,699,Online,Mrs.,Afternoon
11284828,1/13/2023,Aalopuri,Fastfood,20,13,583,Online,Mr.,Morning
2216340,8/15/2022,Frankie,Fastfood,60,15,630,Online,Mrs.,Afternoon
6234720,10/28/2022,Panipuri,Fastfood,50,2,36,,Mr.,Morning
12260707,11/26/2022,Panipuri,Beverages,20,2,58,Cash,Mr.,Morning
9287828,9/24/2022,Sandwich,Fastfood,25,2,88,Cash,Mr.,Midnight
15948504,12/24/2022,Aalopuri,Fastfood,20,10,267,Cash,Mrs.,Midnight
11623714,11/15/2022,Frankie,Fastfood,40,4,393,Online,Mrs.,Midnight
8806633,9/20/2022,Cold coffee,Beverages,40,14,560,Cash,Mrs.,Afternoon
12288470,5/25/2022,Aalopuri,Fastfood,20,13,486,Cash,Mrs.,Midnight
1901104,1/13/2023,Sugarcane juice,Fastfood,20,10,274,Online,Mr.,Evening
9138395,02-05-2023,Frankie,Beverages,60,6,191,Online,Mr.,Night
16690571,12/13/2022,Frankie,Beverages,60,6,267,Cash,Mr.,Midnight
13003440,2/17/2023,Sugarcane juice,Fastfood,60,14,634,Cash,Mr.,Midnight
11376832,4/30/2022,Frankie,Fastfood,20,6,157,Cash,Mr.,Afternoon
16772718,12-01-2022,Frankie,Fastfood,50,11,424,Online,Mrs.,Morning
12504365,8/22/2022,Vadapav,Fastfood,50,12,557,Cash,Mrs.,Night
8405965,07-02-2022,Sandwich,Beverages,40,14,652,,Mr.,Night
13003789,10/14/2022,Aalopuri,Fastfood,20,2,104,Cash,Mrs.,Evening
1204308,5/16/2022,Frankie,Fastfood,60,7,635,Online,Mrs.,Night
15259064,5/31/2022,Cold coffee,Fastfood,25,10,346,Cash,Mr.,Night
4196461,1/25/2023,Frankie,Fastfood,25,2,114,,Mr.,Night
16278603,11-01-2022,Vadapav,Fastfood,20,12,277,Cash,Mrs.,Afternoon
3542910,11-02-2022,Cold coffee,Beverages,60,2,114,Online,Mrs.,Afternoon
8860159,5/20/2022,Sugarcane juice,Fastfood,50,15,656,Online,Mrs.,Midnight
16743102,10/30/2022,Panipuri,Beverages,25,14,393,Cash,Mrs.,Night
10189914,3/19/2023,Panipuri,Fastfood,25,10,322,Cash,Mrs.,Morning
8371752,02-08-2023,Cold coffee,Fastfood,50,5,264,Online,Mr.,Night
13481468,6/16/2022,Sugarcane juice,Fastfood,60,13,385,Cash,Mrs.,Night
14005342,11-02-2022,Aalopuri,Fastfood,20,11,315,Cash,Mrs.,Evening
5045915,4/20/2022,Frankie,Fastfood,60,13,487,Cash,Mrs.,Night
9084132,11/19/2022,Frankie,Fastfood,50,3,404,Online,Mr.,Morning
8881774,11-12-2022,Cold coffee,Fastfood,40,12,703,Online,Mrs.,Afternoon
10359230,08-02-2022,Vadapav,Fastfood,20,11,103,Cash,Mr.,Midnight
7292982,01-03-2023,Panipuri,Beverages,25,5,66,Online,Mr.,Night
841719,9/15/2022,Vadapav,Fastfood,50,10,406,Cash,Mr.,Night
16296244,2/13/2023,Cold coffee,Beverages,40,8,248,Cash,Mr.,Midnight
572307,11-05-2022,Panipuri,Fastfood,25,9,285,Cash,Mrs.,Morning
1227057,8/31/2022,Aalopuri,Beverages,20,6,43,Online,Mr.,Morning
6070958,02-03-2023,Frankie,Fastfood,20,8,255,Online,Mr.,Morning
5028314,1/16/2023,Panipuri,Fastfood,20,11,380,Online,Mrs.,Night
9892663,07-08-2022,Panipuri,Beverages,60,10,509,Cash,Mrs.,Evening
16410055,12-05-2022,Panipuri,Beverages,25,5,79,Online,Mr.,Afternoon
13763729,1/29/2023,Aalopuri,Beverages,20,7,58,Online,Mrs.,Morning
6153043,02-07-2023,Cold coffee,Fastfood,50,8,490,Online,Mrs.,Afternoon
1221142,1/23/2023,Sugarcane juice,Fastfood,60,7,360,,Mr.,Evening
598491,2/22/2023,Aalopuri,Fastfood,20,12,185,Cash,Mrs.,Evening
10002868,3/14/2023,Sandwich,Fastfood,60,4,211,Cash,Mr.,Midnight
16204655,12/23/2022,Cold coffee,Beverages,40,10,530,Cash,Mrs.,Night
5852794,1/31/2023,Sandwich,Fastfood,20,12,564,Cash,Mr.,Night
9382340,12/23/2022,Cold coffee,Fastfood,60,1,82,Online,Mr.,Midnight
11531791,3/19/2023,Sugarcane juice,Beverages,25,13,314,Online,Mrs.,Midnight
16214140,9/23/2022,Vadapav,Fastfood,20,8,246,Cash,Mrs.,Midnight
10252372,07-03-2022,Cold coffee,Fastfood,60,1,35,Online,Mrs.,Afternoon
13893121,08-10-2022,Frankie,Fastfood,60,13,805,Online,Mr.,Afternoon
6519089,7/21/2022,Sugarcane juice,Fastfood,20,12,375,Cash,Mrs.,Midnight
16162108,10/26/2022,Frankie,Fastfood,50,6,369,Cash,Mr.,Morning
6093333,04-03-2022,Aalopuri,Fastfood,20,3,26,Online,Mrs.,Afternoon
4915141,3/19/2023,Sugarcane juice,Fastfood,20,2,55,Online,Mrs.,Morning
2818903,10-02-2022,Aalopuri,Fastfood,20,8,118,Cash,Mr.,Evening
10786971,07-08-2022,Sandwich,Beverages,60,7,172,Cash,Mrs.,Evening
9794381,10/16/2022,Frankie,Fastfood,20,14,269,Cash,Mr.,Evening
12355012,9/22/2022,Panipuri,Beverages,50,4,66,Cash,Mr.,Midnight
7140685,4/30/2022,Sugarcane juice,Fastfood,40,5,336,Online,Mrs.,Midnight
8776024,01-06-2023,Cold coffee,Beverages,40,14,644,Cash,Mrs.,Afternoon
4389866,06-06-2022,Aalopuri,Fastfood,50,3,94,Online,Mrs.,Evening
5336292,6/19/2022,Sandwich,Fastfood,60,5,219,Cash,Mrs.,Midnight
12187132,10-01-2022,Panipuri,Fastfood,60,13,609,,Mrs.,Morning
10349986,12/26/2022,Frankie,Fastfood,50,1,32,Cash,Mr.,Midnight
3014946,8/15/2022,Aalopuri,Fastfood,20,2,49,Online,Mrs.,Night
7165321,06-06-2022,Sandwich,Fastfood,50,11,713,Online,Mrs.,Morning
9163200,10-04-2022,Vadapav,Beverages,20,8,106,Online,Mrs.,Night
16720506,8/27/2022,Panipuri,Fastfood,20,14,305,Cash,Mr.,Afternoon
3044130,04-10-2022,Vadapav,Beverages,20,12,186,Cash,Mr.,Evening
8737040,5/25/2022,Vadapav,Fastfood,20,2,106,,Mrs.,Midnight
5321693,1/21/2023,Cold coffee,Fastfood,60,11,790,Online,Mrs.,Morning
10071801,11-06-2022,Frankie,Fastfood,50,9,476,Online,Mrs.,Midnight
14784006,11-08-2022,Vadapav,Fastfood,50,14,600,Online,Mr.,Night
2359617,10-12-2022,Frankie,Fastfood,20,5,111,Cash,Mrs.,Evening
15834565,5/31/2022,Frankie,Beverages,20,12,371,Cash,Mr.,Midnight
869190,12-04-2022,Sandwich,Fastfood,60,12,409,Online,Mrs.,Evening
7723523,12-09-2022,Panipuri,Fastfood,20,2,221,Cash,Mrs.,Morning
8180589,1/13/2023,Frankie,Beverages,40,12,325,Cash,Mr.,Morning
12592594,8/31/2022,Frankie,Beverages,40,12,372,Cash,Mr.,Morning
10709826,9/28/2022,Frankie,Fastfood,50,6,427,Cash,Mrs.,Morning
13027084,04-11-2022,Frankie,Fastfood,40,4,143,Cash,Mr.,Evening
9201562,10-08-2022,Vadapav,Fastfood,20,12,157,,Mr.,Evening
3296087,7/21/2022,Aalopuri,Fastfood,20,9,118,Cash,Mrs.,Afternoon
11635742,5/24/2022,Cold coffee,Fastfood,60,14,432,Online,Mr.,Midnight
7719102,8/18/2022,Aalopuri,Beverages,20,14,279,Online,Mr.,Morning
2535130,5/25/2022,Sugarcane juice,Fastfood,50,12,555,Online,Mr.,Morning
16072733,2/26/2023,Sugarcane juice,Beverages,25,6,109,,Mrs.,Afternoon
11849740,04-09-2022,Panipuri,Beverages,20,9,386,Online,Mrs.,Midnight
7448732,05-01-2022,Cold coffee,Beverages,40,3,244,Online,Mr.,Afternoon
2164146,5/25/2022,Vadapav,Fastfood,25,11,369,Cash,Mr.,Afternoon
15722739,7/17/2022,Panipuri,Fastfood,50,5,169,Cash,Mr.,Midnight
10865503,4/27/2022,Sugarcane juice,Beverages,20,3,115,Cash,Mrs.,Evening
249919,03-01-2023,Sandwich,Fastfood,60,14,449,Cash,Mr.,Night
2562579,05-05-2022,Sugarcane juice,Fastfood,20,10,316,Online,Mr.,Morning
6961926,6/13/2022,Sugarcane juice,Fastfood,60,14,728,,Mrs.,Morning
8248849,4/30/2022,Sandwich,Beverages,60,3,108,Cash,Mr.,Evening
10299105,12/28/2022,Sugarcane juice,Fastfood,50,14,710,Cash,Mr.,Evening
9999400,11/18/2022,Sugarcane juice,Fastfood,60,3,256,Online,Mr.,Night
6450641,9/22/2022,Vadapav,Beverages,60,11,458,Cash,Mrs.,Morning
4323317,11-10-2022,Sandwich,Beverages,25,14,599,Online,Mr.,Evening
9379406,10/19/2022,Aalopuri,Fastfood,20,9,243,Cash,Mr.,Afternoon
2513588,05-12-2022,Cold coffee,Fastfood,40,5,377,Cash,Mrs.,Evening
10763917,07-06-2022,Sandwich,Fastfood,20,13,684,Online,Mrs.,Evening
10070956,07-11-2022,Panipuri,Fastfood,50,14,255,Cash,Mrs.,Evening
752458,12/24/2022,Vadapav,Fastfood,50,7,190,Online,Mrs.,Morning
7874534,10/17/2022,Cold coffee,Fastfood,25,6,189,Online,Mrs.,Afternoon
3745844,08-12-2022,Frankie,Fastfood,50,15,578,Cash,Mr.,Afternoon
4354205,11/22/2022,Vadapav,Fastfood,25,1,110,,Mrs.,Morning
8470870,7/21/2022,Sandwich,Fastfood,50,8,191,,Mrs.,Evening
3814999,5/31/2022,Frankie,Fastfood,50,11,378,Cash,Mrs.,Midnight
16050649,10-08-2022,Sugarcane juice,Fastfood,20,13,390,Cash,Mr.,Midnight
14671254,12-04-2022,Aalopuri,Fastfood,25,4,140,Online,Mr.,Afternoon
11207230,11-08-2022,Cold coffee,Beverages,50,7,139,Online,Mrs.,Afternoon
7290127,7/20/2022,Panipuri,Beverages,60,3,174,Online,Mrs.,Morning
15602010,12/22/2022,Cold coffee,Beverages,60,10,499,Cash,Mrs.,Night
10099862,11/24/2022,Sandwich,Fastfood,60,14,761,Cash,Mr.,Morning
10594523,03-04-2023,Sandwich,Fastfood,20,8,57,Cash,Mr.,Evening
11191589,11-11-2022,Frankie,Fastfood,60,7,491,Online,Mr.,Evening
2642744,12/14/2022,Sugarcane juice,Fastfood,20,14,497,Cash,Mrs.,Evening
9174551,12/16/2022,Frankie,Fastfood,60,15,865,Cash,Mrs.,Afternoon
10629266,03-01-2023,Aalopuri,Fastfood,25,12,426,Cash,Mrs.,Afternoon
5876247,10-03-2022,Aalopuri,Fastfood,20,15,675,Cash,Mrs.,Afternoon
9428284,02-03-2023,Sandwich,Fastfood,50,8,248,Cash,Mrs.,Morning
2240963,10-11-2022,Sandwich,Fastfood,25,14,649,Online,Mr.,Night
2961209,6/25/2022,Frankie,Fastfood,50,13,347,Online,Mrs.,Morning
276256,01-05-2023,Sandwich,Beverages,50,2,31,Online,Mr.,Night
9204237,05-06-2022,Sandwich,Beverages,60,1,71,Cash,Mrs.,Morning
16141289,11/17/2022,Aalopuri,Beverages,20,2,27,Cash,Mr.,Midnight
3655527,5/24/2022,Sandwich,Fastfood,25,14,437,Cash,Mrs.,Midnight
1229904,09-09-2022,Vadapav,Fastfood,20,12,400,Cash,Mrs.,Midnight
6690870,09-09-2022,Aalopuri,Fastfood,20,7,66,Online,Mr.,Night
2819599,9/18/2022,Vadapav,Beverages,20,3,41,,Mr.,Afternoon
1562586,5/25/2022,Aalopuri,Fastfood,20,3,49,Cash,Mr.,Night
16459277,07-10-2022,Sugarcane juice,Fastfood,20,10,247,Cash,Mrs.,Evening
1381100,4/19/2022,Panipuri,Fastfood,20,6,77,Online,Mr.,Midnight
11423136,03-08-2023,Sandwich,Fastfood,60,13,375,,Mrs.,Midnight
14615234,5/22/2022,Aalopuri,Fastfood,20,9,109,Online,Mrs.,Morning
2509510,09-03-2022,Sandwich,Fastfood,50,13,506,Cash,Mr.,Evening
9642837,11/15/2022,Sandwich,Fastfood,50,1,126,Cash,Mr.,Midnight
