date,item_name,item_type,item_price,quantity,transaction_amount,transaction_type,received_by,time_of_sale,item_name_index,item_type_index,transaction_type_index,received_by_index,time_of_sale_index
4/22/2022,Vadapav,Fastfood,20,8,332,Online,Mrs.,Afternoon,5.0,0.0,1.0,1.0,2.0
2/25/2023,Sandwich,Fastfood,60,1,107,Cash,Mrs.,Morning,6.0,0.0,0.0,1.0,4.0
4/20/2022,Cold coffee,Fastfood,40,11,752,Online,Mr.,Midnight,0.0,0.0,1.0,0.0,0.0
11/26/2022,Vadapav,Beverages,20,9,297,Online,Mrs.,Afternoon,5.0,1.0,1.0,1.0,2.0
9/16/2022,Panipuri,Fastfood,20,5,100,Online,Mr.,Afternoon,2.0,0.0,1.0,0.0,2.0
6/17/2022,Aalopuri,Fastfood,20,11,565,Cash,Mr.,Midnight,3.0,0.0,0.0,0.0,0.0
6/30/2022,Frankie,Beverages,50,10,455,Online,Mr.,Midnight,4.0,1.0,1.0,0.0,0.0
09-05-2022,Frankie,Beverages,40,14,358,Cash,Mr.,Evening,4.0,1.0,0.0,0.0,3.0
7/13/2022,Cold coffee,Fastfood,50,3,132,Online,Mrs.,Night,0.0,0.0,1.0,1.0,1.0
9/29/2022,Aalopuri,Fastfood,20,12,315,Online,Mr.,Midnight,3.0,0.0,1.0,0.0,0.0
8/15/2022,Cold coffee,Beverages,40,8,260,Cash,Mrs.,Night,0.0,1.0,0.0,1.0,1.0
03-09-2023,Cold coffee,Beverages,60,3,220,Cash,Mrs.,Midnight,0.0,1.0,0.0,1.0,0.0
9/14/2022,Cold coffee,Beverages,40,6,498,Online,Mr.,Midnight,0.0,1.0,1.0,0.0,0.0
5/16/2022,Frankie,Fastfood,40,1,76,Cash,Mr.,Evening,4.0,0.0,0.0,0.0,3.0
9/17/2022,Aalopuri,Beverages,50,11,241,Online,Mr.,Morning,3.0,1.0,1.0,0.0,4.0
01-07-2023,Sandwich,Fastfood,40,12,404,Cash,Mrs.,Midnight,6.0,0.0,0.0,1.0,0.0
01-10-2023,Frankie,Fastfood,40,4,229,Online,Mr.,Morning,4.0,0.0,1.0,0.0,4.0
8/27/2022,Panipuri,Fastfood,25,9,60,Online,Mr.,Midnight,2.0,0.0,1.0,0.0,0.0
11/29/2022,Cold coffee,Fastfood,40,6,383,Online,Mr.,Night,0.0,0.0,1.0,0.0,1.0
12/27/2022,Aalopuri,Fastfood,20,3,47,Online,Mr.,Midnight,3.0,0.0,1.0,0.0,0.0
4/19/2022,Vadapav,Beverages,60,6,71,Cash,Mrs.,Evening,5.0,1.0,0.0,1.0,3.0
03-05-2023,Panipuri,Fastfood,20,13,561,Online,Mrs.,Evening,2.0,0.0,1.0,1.0,3.0
10-02-2022,Aalopuri,Fastfood,20,6,112,Online,Mrs.,Midnight,3.0,0.0,1.0,1.0,0.0
7/17/2022,Cold coffee,Fastfood,50,5,181,Cash,Mrs.,Evening,0.0,0.0,0.0,1.0,3.0
11-12-2022,Panipuri,Fastfood,60,13,493,Cash,Mrs.,Afternoon,2.0,0.0,0.0,1.0,2.0
6/19/2022,Panipuri,Fastfood,50,7,293,Online,Mrs.,Evening,2.0,0.0,1.0,1.0,3.0
02-08-2023,Sugarcane juice,Beverages,20,2,74,Online,Mr.,Midnight,1.0,1.0,1.0,0.0,0.0
7/22/2022,Sugarcane juice,Beverages,20,4,78,Online,Mr.,Morning,1.0,1.0,1.0,0.0,4.0
09-11-2022,Sandwich,Beverages,40,2,86,Online,Mrs.,Night,6.0,1.0,1.0,1.0,1.0
8/13/2022,Panipuri,Fastfood,50,2,148,Online,Mr.,Night,2.0,0.0,1.0,0.0,1.0
12/17/2022,Cold coffee,Beverages,40,11,658,Online,Mrs.,Night,0.0,1.0,1.0,1.0,1.0
12-09-2022,Cold coffee,Fastfood,60,11,602,Cash,Mr.,Afternoon,0.0,0.0,0.0,0.0,2.0
3/23/2023,Frankie,Fastfood,60,14,735,Online,Mr.,Midnight,4.0,0.0,1.0,0.0,0.0
4/24/2022,Vadapav,Beverages,20,8,271,Online,Mr.,Midnight,5.0,1.0,1.0,0.0,0.0
10-09-2022,Vadapav,Fastfood,20,9,62,Online,Mr.,Night,5.0,0.0,1.0,0.0,1.0
6/18/2022,Sandwich,Fastfood,40,15,719,Cash,Mr.,Afternoon,6.0,0.0,0.0,0.0,2.0
9/22/2022,Frankie,Beverages,25,7,151,Cash,Mr.,Midnight,4.0,1.0,0.0,0.0,0.0
9/27/2022,Aalopuri,Fastfood,20,4,115,Cash,Mrs.,Midnight,3.0,0.0,0.0,1.0,0.0
5/20/2022,Sugarcane juice,Beverages,20,4,232,Cash,Mr.,Midnight,1.0,1.0,0.0,0.0,0.0
10/24/2022,Vadapav,Beverages,25,12,135,Online,Mrs.,Midnight,5.0,1.0,1.0,1.0,0.0
04-09-2022,Aalopuri,Fastfood,20,3,46,Online,Mrs.,Midnight,3.0,0.0,1.0,1.0,0.0
6/19/2022,Sugarcane juice,Fastfood,25,4,73,Online,Mr.,Morning,1.0,0.0,1.0,0.0,4.0
04-04-2022,Panipuri,Fastfood,20,4,108,Cash,Mr.,Morning,2.0,0.0,0.0,0.0,4.0
03-09-2023,Cold coffee,Fastfood,40,14,234,Online,Mr.,Morning,0.0,0.0,1.0,0.0,4.0
5/21/2022,Sugarcane juice,Beverages,60,9,469,Cash,Mrs.,Afternoon,1.0,1.0,0.0,1.0,2.0
11/17/2022,Sandwich,Fastfood,40,8,502,Online,Mrs.,Morning,6.0,0.0,1.0,1.0,4.0
11/28/2022,Vadapav,Fastfood,20,14,560,Online,Mrs.,Night,5.0,0.0,1.0,1.0,1.0
12-04-2022,Sandwich,Fastfood,50,5,120,Cash,Mr.,Afternoon,6.0,0.0,0.0,0.0,2.0
11/17/2022,Panipuri,Beverages,40,6,232,Cash,Mrs.,Evening,2.0,1.0,0.0,1.0,3.0
03-07-2023,Aalopuri,Fastfood,20,15,494,Cash,Mr.,Midnight,3.0,0.0,0.0,0.0,0.0
03-01-2023,Vadapav,Fastfood,20,11,153,Online,Mrs.,Night,5.0,0.0,1.0,1.0,1.0
05-06-2022,Frankie,Beverages,20,8,68,Online,Mr.,Afternoon,4.0,1.0,1.0,0.0,2.0
8/31/2022,Aalopuri,Fastfood,20,13,144,Online,Mrs.,Evening,3.0,0.0,1.0,1.0,3.0
05-10-2022,Vadapav,Beverages,20,10,317,Cash,Mrs.,Afternoon,5.0,1.0,0.0,1.0,2.0
1/31/2023,Aalopuri,Fastfood,20,8,185,Cash,Mr.,Afternoon,3.0,0.0,0.0,0.0,2.0
1/16/2023,Sandwich,Beverages,40,6,188,Online,Mr.,Afternoon,6.0,1.0,1.0,0.0,2.0
2/20/2023,Sandwich,Fastfood,25,4,251,Cash,Mrs.,Night,6.0,0.0,0.0,1.0,1.0
10-08-2022,Sandwich,Fastfood,60,11,660,Cash,Mrs.,Midnight,6.0,0.0,0.0,1.0,0.0
1/24/2023,Sugarcane juice,Fastfood,20,4,32,Cash,Mr.,Midnight,1.0,0.0,0.0,0.0,0.0
10/21/2022,Sugarcane juice,Fastfood,60,14,415,Online,Mrs.,Morning,1.0,0.0,1.0,1.0,4.0
4/21/2022,Cold coffee,Beverages,60,4,165,Cash,Mr.,Night,0.0,1.0,0.0,0.0,1.0
6/19/2022,Vadapav,Fastfood,20,13,243,Online,Mrs.,Midnight,5.0,0.0,1.0,1.0,0.0
5/22/2022,Sandwich,Fastfood,50,11,493,Cash,Mr.,Afternoon,6.0,0.0,0.0,0.0,2.0
08-07-2022,Aalopuri,Fastfood,20,7,119,Cash,Mrs.,Midnight,3.0,0.0,0.0,1.0,0.0
04-07-2022,Panipuri,Fastfood,20,9,270,Online,Mr.,Night,2.0,0.0,1.0,0.0,1.0
2/18/2023,Aalopuri,Fastfood,20,8,154,Cash,Mr.,Afternoon,3.0,0.0,0.0,0.0,2.0
3/22/2023,Aalopuri,Fastfood,20,14,581,Online,Mr.,Morning,3.0,0.0,1.0,0.0,4.0
06-12-2022,Frankie,Beverages,50,7,92,Cash,Mrs.,Night,4.0,1.0,0.0,1.0,1.0
11-03-2022,Panipuri,Fastfood,20,12,258,Cash,Mr.,Morning,2.0,0.0,0.0,0.0,4.0
6/15/2022,Panipuri,Beverages,20,1,37,Cash,Mrs.,Night,2.0,1.0,0.0,1.0,1.0
10-12-2022,Cold coffee,Fastfood,50,7,190,Online,Mr.,Night,0.0,0.0,1.0,0.0,1.0
5/17/2022,Aalopuri,Beverages,20,12,294,Online,Mrs.,Afternoon,3.0,1.0,1.0,1.0,2.0
5/25/2022,Vadapav,Fastfood,25,11,369,Cash,Mr.,Afternoon,5.0,0.0,0.0,0.0,2.0
1/28/2023,Frankie,Fastfood,40,11,353,Cash,Mrs.,Night,4.0,0.0,0.0,1.0,1.0
08-06-2022,Frankie,Fastfood,60,9,424,Cash,Mr.,Night,4.0,0.0,0.0,0.0,1.0
1/27/2023,Panipuri,Fastfood,20,4,227,Cash,Mr.,Night,2.0,0.0,0.0,0.0,1.0
10-12-2022,Frankie,Fastfood,60,11,711,Online,Mr.,Afternoon,4.0,0.0,1.0,0.0,2.0
01-01-2023,Vadapav,Fastfood,25,4,125,Online,Mr.,Afternoon,5.0,0.0,1.0,0.0,2.0
11-09-2022,Cold coffee,Beverages,40,5,246,Cash,Mr.,Morning,0.0,1.0,0.0,0.0,4.0
9/14/2022,Aalopuri,Fastfood,25,12,394,Cash,Mr.,Afternoon,3.0,0.0,0.0,0.0,2.0
4/24/2022,Sandwich,Fastfood,20,6,114,Online,Mrs.,Afternoon,6.0,0.0,1.0,1.0,2.0
02-03-2023,Sugarcane juice,Fastfood,20,14,548,Online,Mrs.,Afternoon,1.0,0.0,1.0,1.0,2.0
07-10-2022,Aalopuri,Fastfood,20,9,38,Cash,Mrs.,Midnight,3.0,0.0,0.0,1.0,0.0
3/15/2023,Aalopuri,Fastfood,20,2,84,Cash,Mr.,Night,3.0,0.0,0.0,0.0,1.0
11/22/2022,Panipuri,Beverages,20,15,517,Online,Mr.,Afternoon,2.0,1.0,1.0,0.0,2.0
05-01-2022,Sandwich,Beverages,20,14,405,Cash,Mrs.,Afternoon,6.0,1.0,0.0,1.0,2.0
2/19/2023,Frankie,Beverages,25,12,344,Cash,Mr.,Midnight,4.0,1.0,0.0,0.0,0.0
3/29/2023,Panipuri,Fastfood,20,5,114,Cash,Mrs.,Night,2.0,0.0,0.0,1.0,1.0
9/14/2022,Cold coffee,Fastfood,40,12,654,Cash,Mr.,Midnight,0.0,0.0,0.0,0.0,0.0
4/28/2022,Sandwich,Beverages,60,9,260,Online,Mr.,Evening,6.0,1.0,1.0,0.0,3.0
9/23/2022,Panipuri,Beverages,20,8,203,Cash,Mrs.,Morning,2.0,1.0,0.0,1.0,4.0
03-01-2023,Aalopuri,Beverages,20,5,69,Cash,Mrs.,Morning,3.0,1.0,0.0,1.0,4.0
08-08-2022,Vadapav,Fastfood,50,7,237,Cash,Mr.,Morning,5.0,0.0,0.0,0.0,4.0
7/30/2022,Aalopuri,Fastfood,20,8,150,Cash,Mrs.,Evening,3.0,0.0,0.0,1.0,3.0
10/31/2022,Sandwich,Fastfood,50,2,43,Cash,Mrs.,Midnight,6.0,0.0,0.0,1.0,0.0
9/28/2022,Sugarcane juice,Fastfood,20,5,60,Online,Mr.,Midnight,1.0,0.0,1.0,0.0,0.0
3/19/2023,Sugarcane juice,Beverages,20,15,499,Cash,Mrs.,Evening,1.0,1.0,0.0,1.0,3.0
10/14/2022,Sugarcane juice,Fastfood,20,2,45,Cash,Mrs.,Evening,1.0,0.0,0.0,1.0,3.0
5/24/2022,Sugarcane juice,Beverages,20,3,81,Online,Mr.,Afternoon,1.0,1.0,1.0,0.0,2.0
11/20/2022,Sandwich,Fastfood,20,4,245,Online,Mrs.,Morning,6.0,0.0,1.0,1.0,4.0
2/27/2023,Vadapav,Fastfood,20,15,699,Online,Mrs.,Afternoon,5.0,0.0,1.0,1.0,2.0
2/19/2023,Vadapav,Fastfood,20,14,234,Cash,Mrs.,Midnight,5.0,0.0,0.0,1.0,0.0
03-02-2023,Frankie,Fastfood,25,12,482,Cash,Mrs.,Night,4.0,0.0,0.0,1.0,1.0
3/27/2023,Sandwich,Fastfood,20,5,51,Cash,Mr.,Morning,6.0,0.0,0.0,0.0,4.0
12/13/2022,Frankie,Fastfood,20,9,314,Cash,Mrs.,Afternoon,4.0,0.0,0.0,1.0,2.0
11-02-2022,Sandwich,Fastfood,60,12,720,Online,Mr.,Morning,6.0,0.0,1.0,0.0,4.0
11-12-2022,Panipuri,Beverages,20,13,340,Cash,Mrs.,Evening,2.0,1.0,0.0,1.0,3.0
12-09-2022,Vadapav,Fastfood,50,4,341,Cash,Mr.,Morning,5.0,0.0,0.0,0.0,4.0
8/24/2022,Sandwich,Beverages,50,15,630,Online,Mrs.,Evening,6.0,1.0,1.0,1.0,3.0
9/19/2022,Sandwich,Fastfood,40,5,205,Cash,Mrs.,Midnight,6.0,0.0,0.0,1.0,0.0
10-09-2022,Frankie,Fastfood,60,7,392,Cash,Mrs.,Evening,4.0,0.0,0.0,1.0,3.0
02-02-2023,Cold coffee,Fastfood,40,3,80,Cash,Mrs.,Night,0.0,0.0,0.0,1.0,1.0
7/17/2022,Vadapav,Fastfood,20,11,240,Online,Mr.,Morning,5.0,0.0,1.0,0.0,4.0
10-02-2022,Frankie,Fastfood,50,6,157,Cash,Mr.,Night,4.0,0.0,0.0,0.0,1.0
4/21/2022,Panipuri,Fastfood,20,6,257,Cash,Mr.,Afternoon,2.0,0.0,0.0,0.0,2.0
01-03-2023,Cold coffee,Beverages,40,11,530,Cash,Mr.,Night,0.0,1.0,0.0,0.0,1.0
1/21/2023,Panipuri,Fastfood,20,2,40,Online,Mr.,Afternoon,2.0,0.0,1.0,0.0,2.0
12-04-2022,Sandwich,Fastfood,40,11,389,Online,Mr.,Midnight,6.0,0.0,1.0,0.0,0.0
2/26/2023,Sandwich,Fastfood,20,3,130,Cash,Mr.,Night,6.0,0.0,0.0,0.0,1.0
3/16/2023,Panipuri,Fastfood,20,5,368,Cash,Mr.,Afternoon,2.0,0.0,0.0,0.0,2.0
12-05-2022,Cold coffee,Beverages,40,5,447,Cash,Mrs.,Evening,0.0,1.0,0.0,1.0,3.0
11/30/2022,Sugarcane juice,Beverages,40,12,321,Cash,Mr.,Afternoon,1.0,1.0,0.0,0.0,2.0
9/16/2022,Cold coffee,Beverages,40,8,352,Cash,Mr.,Night,0.0,1.0,0.0,0.0,1.0
06-10-2022,Frankie,Beverages,50,15,582,Cash,Mrs.,Evening,4.0,1.0,0.0,1.0,3.0
11-11-2022,Sugarcane juice,Beverages,20,2,28,Cash,Mrs.,Morning,1.0,1.0,0.0,1.0,4.0
12/22/2022,Sugarcane juice,Fastfood,25,11,451,Online,Mrs.,Midnight,1.0,0.0,1.0,1.0,0.0
10-02-2022,Frankie,Fastfood,25,9,240,Cash,Mr.,Night,4.0,0.0,0.0,0.0,1.0
8/27/2022,Panipuri,Fastfood,25,13,270,Online,Mrs.,Afternoon,2.0,0.0,1.0,1.0,2.0
08-10-2022,Panipuri,Fastfood,25,14,697,Online,Mr.,Morning,2.0,0.0,1.0,0.0,4.0
05-03-2022,Aalopuri,Fastfood,20,3,45,Online,Mr.,Afternoon,3.0,0.0,1.0,0.0,2.0
12-02-2022,Cold coffee,Fastfood,40,1,55,Online,Mrs.,Night,0.0,0.0,1.0,1.0,1.0
2/26/2023,Sandwich,Beverages,40,11,364,Cash,Mr.,Afternoon,6.0,1.0,0.0,0.0,2.0
11/29/2022,Frankie,Fastfood,20,7,418,Online,Mr.,Afternoon,4.0,0.0,1.0,0.0,2.0
7/21/2022,Sugarcane juice,Fastfood,20,14,330,Online,Mrs.,Midnight,1.0,0.0,1.0,1.0,0.0
10-08-2022,Vadapav,Fastfood,20,5,202,Online,Mr.,Evening,5.0,0.0,1.0,0.0,3.0
3/19/2023,Aalopuri,Fastfood,20,12,181,Online,Mrs.,Night,3.0,0.0,1.0,1.0,1.0
07-12-2022,Cold coffee,Beverages,40,2,302,Cash,Mrs.,Night,0.0,1.0,0.0,1.0,1.0
12/15/2022,Panipuri,Beverages,20,8,131,Cash,Mrs.,Afternoon,2.0,1.0,0.0,1.0,2.0
2/22/2023,Sugarcane juice,Fastfood,20,2,30,Online,Mr.,Morning,1.0,0.0,1.0,0.0,4.0
11/19/2022,Panipuri,Fastfood,20,5,128,Online,Mrs.,Evening,2.0,0.0,1.0,1.0,3.0
3/25/2023,Sandwich,Fastfood,25,9,348,Cash,Mr.,Afternoon,6.0,0.0,0.0,0.0,2.0
05-03-2022,Aalopuri,Fastfood,20,6,73,Online,Mr.,Evening,3.0,0.0,1.0,0.0,3.0
5/25/2022,Sandwich,Fastfood,40,13,535,Cash,Mrs.,Afternoon,6.0,0.0,0.0,1.0,2.0
8/15/2022,Cold coffee,Beverages,60,5,144,Online,Mr.,Morning,0.0,1.0,1.0,0.0,4.0
03-03-2023,Vadapav,Fastfood,25,5,123,Cash,Mr.,Night,5.0,0.0,0.0,0.0,1.0
12/28/2022,Panipuri,Fastfood,20,14,280,Online,Mrs.,Morning,2.0,0.0,1.0,1.0,4.0
02-07-2023,Aalopuri,Fastfood,20,2,73,Cash,Mrs.,Evening,3.0,0.0,0.0,1.0,3.0
12/28/2022,Cold coffee,Beverages,40,10,488,Online,Mr.,Evening,0.0,1.0,1.0,0.0,3.0
1/26/2023,Sandwich,Fastfood,20,2,145,Cash,Mr.,Afternoon,6.0,0.0,0.0,0.0,2.0
11/27/2022,Sugarcane juice,Beverages,25,10,250,Online,Mr.,Night,1.0,1.0,1.0,0.0,1.0
09-11-2022,Panipuri,Beverages,60,7,236,Online,Mr.,Morning,2.0,1.0,1.0,0.0,4.0
6/13/2022,Cold coffee,Beverages,40,5,285,Online,Mrs.,Morning,0.0,1.0,1.0,1.0,4.0
11-05-2022,Vadapav,Fastfood,20,13,557,Cash,Mr.,Midnight,5.0,0.0,0.0,0.0,0.0
5/31/2022,Frankie,Fastfood,20,9,123,Online,Mr.,Morning,4.0,0.0,1.0,0.0,4.0
08-02-2022,Cold coffee,Beverages,40,8,320,Cash,Mrs.,Afternoon,0.0,1.0,0.0,1.0,2.0
4/30/2022,Cold coffee,Beverages,40,12,744,Cash,Mrs.,Afternoon,0.0,1.0,0.0,1.0,2.0
12/24/2022,Panipuri,Beverages,20,5,107,Online,Mr.,Morning,2.0,1.0,1.0,0.0,4.0
05-06-2022,Sandwich,Beverages,60,1,71,Cash,Mrs.,Morning,6.0,1.0,0.0,1.0,4.0
12/29/2022,Sugarcane juice,Beverages,60,1,27,Online,Mr.,Morning,1.0,1.0,1.0,0.0,4.0
10-11-2022,Frankie,Fastfood,40,14,799,Cash,Mr.,Evening,4.0,0.0,0.0,0.0,3.0
05-07-2022,Frankie,Fastfood,25,10,151,Online,Mrs.,Morning,4.0,0.0,1.0,1.0,4.0
2/26/2023,Aalopuri,Fastfood,20,13,109,Cash,Mr.,Morning,3.0,0.0,0.0,0.0,4.0
2/28/2023,Vadapav,Beverages,20,10,106,Cash,Mrs.,Night,5.0,1.0,0.0,1.0,1.0
7/27/2022,Cold coffee,Fastfood,60,13,744,Online,Mr.,Morning,0.0,0.0,1.0,0.0,4.0
7/21/2022,Sandwich,Beverages,25,14,633,Cash,Mrs.,Night,6.0,1.0,0.0,1.0,1.0
1/27/2023,Vadapav,Fastfood,20,4,115,Cash,Mr.,Evening,5.0,0.0,0.0,0.0,3.0
02-01-2023,Sandwich,Fastfood,40,3,219,Online,Mrs.,Morning,6.0,0.0,1.0,1.0,4.0
11/17/2022,Frankie,Beverages,25,1,46,Cash,Mr.,Night,4.0,1.0,0.0,0.0,1.0
12/25/2022,Frankie,Fastfood,50,5,250,Online,Mr.,Afternoon,4.0,0.0,1.0,0.0,2.0
01-03-2023,Cold coffee,Fastfood,40,5,286,Online,Mr.,Night,0.0,0.0,1.0,0.0,1.0
9/21/2022,Panipuri,Beverages,60,11,569,Online,Mr.,Morning,2.0,1.0,1.0,0.0,4.0
09-03-2022,Cold coffee,Fastfood,40,9,363,Cash,Mrs.,Midnight,0.0,0.0,0.0,1.0,0.0
2/25/2023,Cold coffee,Fastfood,40,14,698,Cash,Mr.,Afternoon,0.0,0.0,0.0,0.0,2.0
12-09-2022,Cold coffee,Beverages,60,3,156,Cash,Mrs.,Night,0.0,1.0,0.0,1.0,1.0
08-12-2022,Frankie,Fastfood,25,6,122,Online,Mr.,Midnight,4.0,0.0,1.0,0.0,0.0
1/28/2023,Cold coffee,Fastfood,60,10,560,Cash,Mr.,Midnight,0.0,0.0,0.0,0.0,0.0
02-09-2023,Cold coffee,Beverages,40,2,288,Online,Mrs.,Midnight,0.0,1.0,1.0,1.0,0.0
10/21/2022,Cold coffee,Beverages,25,14,561,Cash,Mrs.,Morning,0.0,1.0,0.0,1.0,4.0
10-01-2022,Frankie,Fastfood,20,2,170,Online,Mr.,Morning,4.0,0.0,1.0,0.0,4.0
12-11-2022,Sugarcane juice,Fastfood,60,9,406,Cash,Mrs.,Evening,1.0,0.0,0.0,1.0,3.0
11-08-2022,Cold coffee,Beverages,50,7,139,Online,Mrs.,Afternoon,0.0,1.0,1.0,1.0,2.0
09-05-2022,Sugarcane juice,Beverages,60,5,140,Cash,Mrs.,Night,1.0,1.0,0.0,1.0,1.0
5/31/2022,Vadapav,Fastfood,25,4,190,Online,Mrs.,Morning,5.0,0.0,1.0,1.0,4.0
04-04-2022,Cold coffee,Beverages,40,13,608,Cash,Mrs.,Night,0.0,1.0,0.0,1.0,1.0
5/27/2022,Vadapav,Fastfood,20,6,35,Cash,Mrs.,Night,5.0,0.0,0.0,1.0,1.0
05-04-2022,Aalopuri,Fastfood,20,10,98,Cash,Mr.,Midnight,3.0,0.0,0.0,0.0,0.0
11/24/2022,Sugarcane juice,Fastfood,20,3,83,Online,Mrs.,Midnight,1.0,0.0,1.0,1.0,0.0
1/24/2023,Sugarcane juice,Beverages,25,8,200,Cash,Mrs.,Night,1.0,1.0,0.0,1.0,1.0
04-09-2022,Vadapav,Fastfood,20,12,220,Cash,Mrs.,Night,5.0,0.0,0.0,1.0,1.0
10/13/2022,Sugarcane juice,Beverages,20,15,284,Online,Mr.,Night,1.0,1.0,1.0,0.0,1.0
10/30/2022,Cold coffee,Fastfood,50,15,353,Cash,Mr.,Morning,0.0,0.0,0.0,0.0,4.0
04-09-2022,Aalopuri,Fastfood,20,5,72,Online,Mrs.,Evening,3.0,0.0,1.0,1.0,3.0
1/31/2023,Sandwich,Fastfood,40,2,94,Cash,Mr.,Night,6.0,0.0,0.0,0.0,1.0
06-07-2022,Aalopuri,Fastfood,20,6,42,Online,Mr.,Morning,3.0,0.0,1.0,0.0,4.0
7/18/2022,Sugarcane juice,Fastfood,20,2,60,Online,Mrs.,Midnight,1.0,0.0,1.0,1.0,0.0
11/15/2022,Frankie,Fastfood,20,13,302,Cash,Mr.,Night,4.0,0.0,0.0,0.0,1.0
09-07-2022,Aalopuri,Fastfood,20,9,76,Cash,Mr.,Morning,3.0,0.0,0.0,0.0,4.0
8/23/2022,Frankie,Fastfood,60,5,108,Online,Mrs.,Midnight,4.0,0.0,1.0,1.0,0.0
6/25/2022,Panipuri,Fastfood,50,6,542,Cash,Mrs.,Night,2.0,0.0,0.0,1.0,1.0
6/30/2022,Panipuri,Fastfood,20,9,198,Online,Mr.,Afternoon,2.0,0.0,1.0,0.0,2.0
4/27/2022,Sugarcane juice,Fastfood,20,11,222,Cash,Mrs.,Evening,1.0,0.0,0.0,1.0,3.0
12-12-2022,Vadapav,Fastfood,20,5,276,Online,Mrs.,Afternoon,5.0,0.0,1.0,1.0,2.0
07-02-2022,Sandwich,Fastfood,40,14,695,Online,Mr.,Afternoon,6.0,0.0,1.0,0.0,2.0
12/29/2022,Sugarcane juice,Fastfood,20,9,196,Online,Mr.,Night,1.0,0.0,1.0,0.0,1.0
08-06-2022,Sugarcane juice,Fastfood,20,3,99,Cash,Mr.,Night,1.0,0.0,0.0,0.0,1.0
07-02-2022,Aalopuri,Fastfood,20,8,114,Cash,Mr.,Night,3.0,0.0,0.0,0.0,1.0
10/26/2022,Frankie,Fastfood,25,8,126,Cash,Mr.,Evening,4.0,0.0,0.0,0.0,3.0
01-05-2023,Vadapav,Fastfood,50,15,662,Cash,Mr.,Morning,5.0,0.0,0.0,0.0,4.0
3/21/2023,Sandwich,Fastfood,25,13,527,Online,Mrs.,Afternoon,6.0,0.0,1.0,1.0,2.0
08-04-2022,Cold coffee,Fastfood,20,10,230,Cash,Mrs.,Night,0.0,0.0,0.0,1.0,1.0
07-10-2022,Cold coffee,Beverages,40,4,213,Cash,Mrs.,Afternoon,0.0,1.0,0.0,1.0,2.0
06-09-2022,Aalopuri,Fastfood,20,10,284,Online,Mr.,Evening,3.0,0.0,1.0,0.0,3.0
09-05-2022,Cold coffee,Beverages,40,9,228,Online,Mr.,Night,0.0,1.0,1.0,0.0,1.0
10-08-2022,Vadapav,Fastfood,20,12,486,Online,Mr.,Morning,5.0,0.0,1.0,0.0,4.0
06-10-2022,Panipuri,Fastfood,25,4,54,Online,Mrs.,Evening,2.0,0.0,1.0,1.0,3.0
6/28/2022,Sugarcane juice,Beverages,25,2,50,Cash,Mr.,Night,1.0,1.0,0.0,0.0,1.0
10/16/2022,Aalopuri,Fastfood,20,8,407,Online,Mrs.,Afternoon,3.0,0.0,1.0,1.0,2.0
6/25/2022,Aalopuri,Fastfood,20,3,35,Cash,Mrs.,Morning,3.0,0.0,0.0,1.0,4.0
4/30/2022,Panipuri,Fastfood,60,1,43,Cash,Mrs.,Morning,2.0,0.0,0.0,1.0,4.0
3/15/2023,Sugarcane juice,Beverages,20,8,218,Cash,Mrs.,Morning,1.0,1.0,0.0,1.0,4.0
2/20/2023,Sandwich,Beverages,50,13,224,Cash,Mr.,Afternoon,6.0,1.0,0.0,0.0,2.0
01-10-2023,Aalopuri,Fastfood,20,2,31,Online,Mrs.,Morning,3.0,0.0,1.0,1.0,4.0
04-07-2022,Cold coffee,Fastfood,60,9,319,Cash,Mrs.,Afternoon,0.0,0.0,0.0,1.0,2.0
04-11-2022,Cold coffee,Fastfood,60,12,316,Cash,Mr.,Afternoon,0.0,0.0,0.0,0.0,2.0
07-02-2022,Sugarcane juice,Fastfood,20,3,126,Online,Mr.,Midnight,1.0,0.0,1.0,0.0,0.0
5/27/2022,Panipuri,Fastfood,20,7,122,Online,Mrs.,Morning,2.0,0.0,1.0,1.0,4.0
5/30/2022,Vadapav,Fastfood,20,7,149,Cash,Mr.,Midnight,5.0,0.0,0.0,0.0,0.0
03-02-2023,Sandwich,Fastfood,20,14,551,Cash,Mr.,Evening,6.0,0.0,0.0,0.0,3.0
6/18/2022,Vadapav,Fastfood,20,6,216,Cash,Mrs.,Night,5.0,0.0,0.0,1.0,1.0
2/24/2023,Panipuri,Beverages,20,4,211,Cash,Mrs.,Afternoon,2.0,1.0,0.0,1.0,2.0
12/22/2022,Aalopuri,Fastfood,20,14,399,Cash,Mrs.,Midnight,3.0,0.0,0.0,1.0,0.0
1/30/2023,Vadapav,Fastfood,25,3,122,Online,Mrs.,Morning,5.0,0.0,1.0,1.0,4.0
4/15/2022,Sugarcane juice,Beverages,25,3,75,Online,Mr.,Afternoon,1.0,1.0,1.0,0.0,2.0
1/30/2023,Sandwich,Fastfood,50,11,569,Online,Mrs.,Midnight,6.0,0.0,1.0,1.0,0.0
1/18/2023,Cold coffee,Fastfood,60,5,443,Cash,Mr.,Midnight,0.0,0.0,0.0,0.0,0.0
6/22/2022,Sugarcane juice,Beverages,25,15,375,Online,Mr.,Afternoon,1.0,1.0,1.0,0.0,2.0
12-09-2022,Frankie,Fastfood,60,12,485,Cash,Mr.,Morning,4.0,0.0,0.0,0.0,4.0
