date,item_name,item_type,item_price,quantity,transaction_amount,transaction_type,received_by,time_of_sale
9/14/2022,Cold coffee,Beverages,40,15,650,Online,Mr.,Afternoon
2/21/2023,Cold coffee,Fastfood,40,13,672,Online,Mr.,Night
2/18/2023,Vadapav,Beverages,50,9,336,Cash,Mr.,Evening
7/30/2022,Sugarcane juice,Fastfood,20,3,53,Online,Mrs.,Morning
8/20/2022,Sugarcane juice,Fastfood,50,3,131,Cash,Mrs.,Night
4/26/2022,Panipuri,Fastfood,20,4,53,Online,Mr.,Night
12/28/2022,Sugarcane juice,Fastfood,20,14,255,Cash,Mrs.,Morning
09-06-2022,Sugarcane juice,Fastfood,20,7,238,Cash,Mr.,Morning
10-07-2022,Vadapav,Fastfood,20,7,87,Cash,Mr.,Evening
11/27/2022,Frankie,Beverages,50,11,328,Online,Mrs.,Midnight
11/22/2022,Sugarcane juice,Beverages,20,5,199,Cash,Mrs.,Night
9/24/2022,Panipuri,Beverages,50,2,59,Online,Mrs.,Evening
3/27/2023,Aalopuri,Fastfood,25,5,95,Cash,Mrs.,Midnight
12-02-2022,Frankie,Beverages,20,5,42,Online,Mrs.,Morning
08-12-2022,Panipuri,Fastfood,50,4,155,Online,Mr.,Midnight
2/20/2023,Vadapav,Beverages,20,3,41,Cash,Mrs.,Midnight
10/16/2022,Cold coffee,Beverages,40,10,346,Cash,Mr.,Night
8/17/2022,Vadapav,Beverages,20,7,285,Online,Mr.,Morning
03-01-2023,Cold coffee,Beverages,40,4,178,Online,Mr.,Afternoon
8/24/2022,Panipuri,Beverages,25,13,619,Cash,Mr.,Evening
11/30/2022,Sugarcane juice,Fastfood,20,6,181,Cash,Mrs.,Midnight
12/22/2022,Aalopuri,Beverages,20,10,158,Online,Mrs.,Evening
6/13/2022,Panipuri,Fastfood,20,8,66,Cash,Mrs.,Night
9/23/2022,Vadapav,Beverages,20,14,234,Cash,Mr.,Evening
10/26/2022,Cold coffee,Beverages,40,1,121,Online,Mr.,Morning
6/20/2022,Sugarcane juice,Fastfood,20,9,189,Cash,Mr.,Midnight
06-11-2022,Panipuri,Fastfood,25,12,500,Cash,Mr.,Morning
06-06-2022,Sandwich,Fastfood,40,9,220,Cash,Mr.,Afternoon
05-02-2022,Frankie,Fastfood,20,7,286,Cash,Mr.,Evening
11/28/2022,Frankie,Beverages,60,5,188,Cash,Mr.,Evening
01-10-2023,Frankie,Beverages,50,6,123,Cash,Mr.,Night
02-05-2023,Cold coffee,Beverages,40,13,438,Online,Mrs.,Morning
1/14/2023,Frankie,Fastfood,20,15,644,Cash,Mr.,Afternoon
2/17/2023,Aalopuri,Fastfood,20,12,99,Online,Mr.,Evening
8/31/2022,Cold coffee,Beverages,40,14,785,Cash,Mrs.,Midnight
02-03-2023,Aalopuri,Fastfood,20,1,31,Online,Mr.,Midnight
6/30/2022,Panipuri,Beverages,20,9,300,Online,Mrs.,Night
1/20/2023,Aalopuri,Fastfood,20,7,97,Cash,Mr.,Night
9/18/2022,Vadapav,Fastfood,20,7,248,Cash,Mrs.,Evening
1/29/2023,Sugarcane juice,Fastfood,20,13,284,Cash,Mrs.,Night
10-09-2022,Aalopuri,Fastfood,20,9,524,Cash,Mr.,Night
08-09-2022,Panipuri,Fastfood,20,10,442,Cash,Mrs.,Midnight
12/29/2022,Vadapav,Fastfood,20,4,196,Cash,Mr.,Midnight
12-04-2022,Cold coffee,Fastfood,50,12,575,Online,Mrs.,Morning
2/22/2023,Frankie,Fastfood,60,12,580,Cash,Mrs.,Afternoon
12-09-2022,Vadapav,Fastfood,50,5,99,Online,Mr.,Afternoon
8/24/2022,Cold coffee,Beverages,40,15,592,Cash,Mr.,Afternoon
10/13/2022,Cold coffee,Fastfood,50,7,151,Online,Mr.,Night
3/22/2023,Panipuri,Fastfood,60,2,59,Online,Mrs.,Night
9/17/2022,Aalopuri,Fastfood,20,6,355,Cash,Mr.,Morning
05-08-2022,Panipuri,Fastfood,20,14,499,Online,Mrs.,Night
3/19/2023,Aalopuri,Fastfood,20,14,425,Cash,Mrs.,Evening
5/22/2022,Sandwich,Fastfood,60,11,314,Online,Mrs.,Night
09-11-2022,Cold coffee,Fastfood,25,10,523,Online,Mrs.,Evening
01-10-2023,Sugarcane juice,Fastfood,20,11,320,Cash,Mr.,Afternoon
12-02-2022,Sugarcane juice,Fastfood,20,3,76,Online,Mrs.,Evening
11-08-2022,Frankie,Fastfood,20,6,168,Cash,Mr.,Midnight
4/27/2022,Frankie,Fastfood,50,2,157,Cash,Mr.,Morning
02-07-2023,Cold coffee,Beverages,40,12,705,Cash,Mrs.,Night
1/26/2023,Panipuri,Fastfood,25,14,443,Online,Mrs.,Midnight
11-01-2022,Frankie,Fastfood,20,15,641,Online,Mr.,Afternoon
11-12-2022,Cold coffee,Fastfood,50,10,212,Cash,Mr.,Evening
8/24/2022,Sugarcane juice,Fastfood,20,12,270,Online,Mrs.,Evening
5/27/2022,Aalopuri,Fastfood,20,10,137,Cash,Mrs.,Evening
6/24/2022,Frankie,Fastfood,25,14,761,Online,Mr.,Night
06-02-2022,Vadapav,Fastfood,20,6,367,Online,Mr.,Night
12-01-2022,Cold coffee,Beverages,60,12,207,Cash,Mrs.,Night
12/29/2022,Cold coffee,Beverages,40,13,389,Cash,Mr.,Afternoon
4/26/2022,Cold coffee,Fastfood,40,2,409,Online,Mrs.,Evening
09-08-2022,Cold coffee,Beverages,50,2,55,Cash,Mrs.,Evening
9/21/2022,Sugarcane juice,Fastfood,20,9,143,Cash,Mrs.,Evening
11/27/2022,Panipuri,Fastfood,50,4,66,Cash,Mrs.,Morning
2/26/2023,Frankie,Fastfood,20,13,326,Cash,Mrs.,Midnight
10/20/2022,Sugarcane juice,Fastfood,20,10,186,Cash,Mr.,Afternoon
4/18/2022,Vadapav,Fastfood,20,5,44,Cash,Mrs.,Midnight
03-09-2023,Vadapav,Fastfood,20,5,126,Cash,Mrs.,Midnight
5/20/2022,Sugarcane juice,Beverages,20,4,232,Cash,Mr.,Midnight
8/22/2022,Vadapav,Fastfood,20,7,119,Online,Mrs.,Midnight
7/21/2022,Sandwich,Beverages,60,2,43,Cash,Mr.,Morning
07-04-2022,Sugarcane juice,Beverages,20,15,571,Cash,Mrs.,Evening
10/29/2022,Panipuri,Beverages,50,7,310,Online,Mrs.,Evening
6/25/2022,Sandwich,Fastfood,60,8,152,Online,Mr.,Night
9/22/2022,Aalopuri,Fastfood,25,4,58,Cash,Mrs.,Midnight
02-03-2023,Aalopuri,Fastfood,20,7,95,Online,Mr.,Morning
09-07-2022,Aalopuri,Fastfood,20,10,211,Online,Mrs.,Afternoon
01-07-2023,Aalopuri,Fastfood,20,9,152,Online,Mrs.,Afternoon
3/15/2023,Cold coffee,Beverages,40,9,321,Online,Mrs.,Morning
9/21/2022,Sugarcane juice,Fastfood,20,3,215,Online,Mr.,Night
8/28/2022,Frankie,Fastfood,25,8,231,Online,Mr.,Evening
02-03-2023,Sugarcane juice,Fastfood,20,7,161,Cash,Mrs.,Morning
08-10-2022,Cold coffee,Beverages,40,3,272,Online,Mrs.,Midnight
06-11-2022,Sugarcane juice,Fastfood,50,10,342,Online,Mr.,Afternoon
6/19/2022,Aalopuri,Fastfood,20,9,410,Online,Mr.,Midnight
08-04-2022,Cold coffee,Beverages,40,2,79,Cash,Mrs.,Night
2/13/2023,Vadapav,Fastfood,20,6,383,Cash,Mrs.,Midnight
5/30/2022,Frankie,Beverages,40,7,411,Cash,Mrs.,Morning
6/13/2022,Sugarcane juice,Fastfood,20,5,88,Online,Mrs.,Night
8/13/2022,Sugarcane juice,Fastfood,20,7,62,Cash,Mr.,Afternoon
06-09-2022,Aalopuri,Fastfood,20,10,284,Online,Mr.,Evening
05-11-2022,Vadapav,Fastfood,20,5,83,Online,Mr.,Evening
09-11-2022,Frankie,Beverages,25,8,195,Online,Mr.,Afternoon
4/26/2022,Cold coffee,Beverages,40,6,398,Online,Mr.,Evening
1/20/2023,Panipuri,Fastfood,20,6,283,Online,Mrs.,Evening
5/21/2022,Panipuri,Fastfood,25,5,131,Online,Mrs.,Evening
09-08-2022,Sugarcane juice,Beverages,40,15,697,Cash,Mr.,Evening
3/23/2023,Cold coffee,Beverages,40,11,674,Online,Mr.,Morning
4/16/2022,Vadapav,Beverages,25,13,215,Online,Mr.,Midnight
5/16/2022,Cold coffee,Fastfood,60,2,59,Online,Mrs.,Afternoon
10/16/2022,Sandwich,Fastfood,40,13,478,Cash,Mr.,Afternoon
04-12-2022,Vadapav,Fastfood,50,4,169,Cash,Mrs.,Evening
8/31/2022,Sandwich,Fastfood,50,4,174,Cash,Mrs.,Midnight
03-09-2023,Vadapav,Fastfood,20,15,467,Cash,Mr.,Midnight
4/26/2022,Sandwich,Beverages,50,9,177,Online,Mrs.,Evening
10/13/2022,Frankie,Fastfood,25,13,558,Cash,Mr.,Night
7/16/2022,Frankie,Beverages,25,7,196,Cash,Mrs.,Morning
11/26/2022,Sugarcane juice,Fastfood,20,13,256,Cash,Mr.,Night
1/15/2023,Frankie,Fastfood,25,11,194,Online,Mrs.,Night
10-02-2022,Aalopuri,Fastfood,20,2,30,Online,Mrs.,Evening
12/25/2022,Frankie,Fastfood,20,14,746,Cash,Mrs.,Night
11-01-2022,Frankie,Fastfood,25,7,148,Cash,Mr.,Evening
8/20/2022,Sandwich,Fastfood,40,11,365,Online,Mr.,Midnight
12/22/2022,Sandwich,Fastfood,40,10,305,Cash,Mrs.,Midnight
9/25/2022,Cold coffee,Beverages,40,14,671,Online,Mr.,Afternoon
5/20/2022,Frankie,Fastfood,60,9,288,Online,Mr.,Afternoon
1/30/2023,Panipuri,Fastfood,25,6,225,Cash,Mrs.,Midnight
11/28/2022,Sugarcane juice,Fastfood,20,13,597,Online,Mr.,Afternoon
8/20/2022,Panipuri,Fastfood,25,4,170,Online,Mr.,Night
2/13/2023,Vadapav,Fastfood,20,8,160,Online,Mr.,Morning
10/14/2022,Cold coffee,Fastfood,40,11,593,Cash,Mrs.,Evening
9/29/2022,Sugarcane juice,Fastfood,50,12,402,Cash,Mr.,Afternoon
02-04-2023,Vadapav,Fastfood,20,8,668,Online,Mr.,Night
1/15/2023,Sandwich,Beverages,40,13,443,Online,Mr.,Evening
11/23/2022,Aalopuri,Fastfood,20,11,228,Online,Mr.,Evening
02-04-2023,Aalopuri,Fastfood,20,2,42,Online,Mrs.,Afternoon
05-06-2022,Sandwich,Fastfood,60,12,576,Online,Mr.,Midnight
11/15/2022,Sandwich,Fastfood,20,2,31,Cash,Mr.,Afternoon
08-12-2022,Aalopuri,Fastfood,20,15,415,Cash,Mrs.,Morning
3/21/2023,Sandwich,Fastfood,20,11,446,Online,Mr.,Afternoon
11-05-2022,Cold coffee,Fastfood,25,11,453,Cash,Mrs.,Morning
09-08-2022,Sandwich,Fastfood,50,11,575,Cash,Mrs.,Night
09-09-2022,Vadapav,Fastfood,20,5,81,Cash,Mr.,Afternoon
12/28/2022,Cold coffee,Fastfood,60,7,485,Online,Mr.,Evening
11/23/2022,Sandwich,Fastfood,50,13,377,Cash,Mrs.,Night
10/17/2022,Aalopuri,Fastfood,20,9,291,Cash,Mr.,Morning
9/15/2022,Panipuri,Fastfood,25,8,170,Online,Mrs.,Morning
11/24/2022,Vadapav,Fastfood,50,13,387,Cash,Mr.,Morning
09-06-2022,Sandwich,Fastfood,20,3,82,Online,Mr.,Evening
11/19/2022,Vadapav,Fastfood,20,1,26,Online,Mrs.,Midnight
09-09-2022,Sugarcane juice,Fastfood,60,1,26,Online,Mr.,Midnight
5/31/2022,Frankie,Fastfood,50,12,693,Cash,Mr.,Afternoon
1/16/2023,Frankie,Fastfood,50,12,276,Cash,Mr.,Morning
07-04-2022,Cold coffee,Fastfood,60,12,551,Cash,Mrs.,Afternoon
7/19/2022,Panipuri,Beverages,20,14,649,Cash,Mr.,Night
10/27/2022,Sugarcane juice,Fastfood,20,6,147,Cash,Mr.,Evening
03-06-2023,Panipuri,Fastfood,50,4,459,Online,Mrs.,Evening
01-04-2023,Frankie,Beverages,50,4,128,Cash,Mr.,Midnight
07-09-2022,Sandwich,Fastfood,50,12,584,Cash,Mr.,Night
5/27/2022,Panipuri,Fastfood,25,1,27,Online,Mr.,Morning
10-04-2022,Vadapav,Fastfood,20,13,229,Cash,Mrs.,Evening
8/23/2022,Sugarcane juice,Fastfood,60,12,235,Online,Mr.,Night
8/31/2022,Frankie,Beverages,40,13,545,Online,Mrs.,Morning
6/17/2022,Sugarcane juice,Beverages,50,14,236,Cash,Mr.,Afternoon
10/19/2022,Sandwich,Fastfood,60,4,174,Online,Mr.,Midnight
11-11-2022,Panipuri,Fastfood,25,9,419,Online,Mrs.,Evening
08-09-2022,Frankie,Fastfood,60,5,446,Cash,Mr.,Evening
1/24/2023,Panipuri,Fastfood,50,3,87,Online,Mrs.,Night
06-01-2022,Cold coffee,Beverages,40,2,94,Online,Mr.,Night
02-04-2023,Sandwich,Fastfood,50,13,463,Online,Mr.,Night
07-01-2022,Aalopuri,Fastfood,20,2,102,Online,Mr.,Afternoon
10-09-2022,Aalopuri,Fastfood,20,15,733,Cash,Mrs.,Afternoon
01-05-2023,Panipuri,Fastfood,25,9,456,Online,Mr.,Midnight
7/19/2022,Sugarcane juice,Beverages,25,5,136,Online,Mrs.,Night
09-11-2022,Panipuri,Fastfood,20,12,176,Cash,Mr.,Night
9/18/2022,Aalopuri,Fastfood,20,9,138,Cash,Mr.,Morning
08-05-2022,Frankie,Fastfood,40,13,581,Online,Mrs.,Afternoon
01-11-2023,Sugarcane juice,Fastfood,25,13,608,Online,Mr.,Midnight
09-04-2022,Sugarcane juice,Fastfood,20,13,329,Online,Mr.,Afternoon
1/21/2023,Frankie,Beverages,50,1,30,Online,Mr.,Midnight
10/18/2022,Panipuri,Beverages,20,15,440,Online,Mr.,Midnight
2/14/2023,Sugarcane juice,Fastfood,20,11,240,Online,Mr.,Midnight
02-01-2023,Cold coffee,Beverages,60,8,235,Online,Mrs.,Midnight
12/24/2022,Cold coffee,Beverages,40,4,139,Online,Mr.,Evening
8/15/2022,Sandwich,Beverages,25,14,708,Online,Mrs.,Night
02-10-2023,Vadapav,Beverages,20,5,45,Cash,Mr.,Morning
03-01-2023,Aalopuri,Beverages,20,13,315,Online,Mr.,Morning
12-09-2022,Aalopuri,Fastfood,20,7,39,Cash,Mrs.,Afternoon
10/23/2022,Panipuri,Beverages,50,4,42,Online,Mrs.,Night
5/18/2022,Sandwich,Beverages,40,8,466,Cash,Mrs.,Morning
8/25/2022,Aalopuri,Fastfood,20,15,567,Online,Mrs.,Night
10/21/2022,Frankie,Beverages,40,11,230,Online,Mr.,Night
8/15/2022,Vadapav,Fastfood,20,5,178,Online,Mr.,Night
01-03-2023,Cold coffee,Beverages,60,10,460,Cash,Mrs.,Afternoon
8/20/2022,Sugarcane juice,Fastfood,20,14,455,Cash,Mr.,Midnight
05-09-2022,Aalopuri,Beverages,20,5,102,Cash,Mr.,Evening
5/27/2022,Aalopuri,Beverages,20,4,86,Online,Mrs.,Midnight
8/18/2022,Vadapav,Fastfood,20,7,146,Online,Mrs.,Morning
01-11-2023,Aalopuri,Beverages,20,13,147,Cash,Mr.,Night
6/15/2022,Panipuri,Fastfood,60,6,445,Cash,Mr.,Afternoon
3/15/2023,Aalopuri,Fastfood,20,9,210,Online,Mr.,Night
1/18/2023,Sandwich,Beverages,25,5,168,Online,Mr.,Night
3/15/2023,Sugarcane juice,Fastfood,25,10,249,Cash,Mr.,Afternoon
3/23/2023,Aalopuri,Beverages,20,9,115,Cash,Mrs.,Afternoon
10-01-2022,Panipuri,Fastfood,40,9,465,Cash,Mr.,Midnight
05-02-2022,Aalopuri,Beverages,20,1,50,Cash,Mrs.,Morning
6/30/2022,Cold coffee,Fastfood,25,5,237,Online,Mrs.,Evening
11/20/2022,Sugarcane juice,Beverages,60,13,339,Online,Mrs.,Evening
02-10-2023,Sugarcane juice,Fastfood,50,4,236,Online,Mr.,Morning
05-07-2022,Aalopuri,Fastfood,20,5,151,Online,Mrs.,Midnight
7/16/2022,Sandwich,Beverages,25,2,55,Online,Mrs.,Morning
07-03-2022,Cold coffee,Fastfood,40,9,230,Cash,Mrs.,Midnight
05-05-2022,Frankie,Beverages,20,9,232,Online,Mrs.,Morning
07-05-2022,Frankie,Fastfood,60,5,213,Online,Mr.,Night
05-09-2022,Panipuri,Fastfood,40,9,297,Online,Mrs.,Afternoon
08-03-2022,Sandwich,Beverages,25,14,449,Cash,Mr.,Evening
07-04-2022,Sandwich,Fastfood,60,11,311,Online,Mr.,Midnight
06-10-2022,Sandwich,Beverages,40,14,316,Online,Mrs.,Night
9/15/2022,Frankie,Beverages,20,6,152,Cash,Mrs.,Midnight
10/30/2022,Aalopuri,Fastfood,20,10,330,Online,Mrs.,Evening
10-01-2022,Vadapav,Fastfood,20,13,362,Online,Mr.,Night
11-12-2022,Cold coffee,Beverages,40,12,361,Cash,Mr.,Morning
12-07-2022,Frankie,Beverages,25,5,51,Cash,Mrs.,Midnight
5/20/2022,Sugarcane juice,Beverages,20,3,39,Cash,Mr.,Afternoon
2/15/2023,Cold coffee,Beverages,40,6,372,Cash,Mr.,Afternoon
04-02-2022,Sugarcane juice,Fastfood,20,12,224,Online,Mr.,Midnight
12/17/2022,Aalopuri,Fastfood,20,4,44,Cash,Mr.,Night
12/15/2022,Aalopuri,Fastfood,20,6,127,Cash,Mrs.,Midnight
5/31/2022,Sugarcane juice,Fastfood,20,5,355,Online,Mrs.,Midnight
03-05-2023,Sandwich,Fastfood,25,6,135,Online,Mrs.,Afternoon
1/21/2023,Aalopuri,Fastfood,20,10,159,Online,Mr.,Midnight
11/17/2022,Sugarcane juice,Fastfood,60,15,741,Cash,Mr.,Night
01-12-2023,Sandwich,Beverages,40,8,413,Cash,Mrs.,Morning
07-03-2022,Sandwich,Fastfood,25,5,83,Online,Mrs.,Night
10-02-2022,Sugarcane juice,Beverages,50,12,338,Online,Mrs.,Evening
6/15/2022,Cold coffee,Beverages,60,13,415,Online,Mr.,Afternoon
12/17/2022,Sandwich,Fastfood,20,3,51,Cash,Mrs.,Morning
1/31/2023,Cold coffee,Beverages,60,11,478,Cash,Mr.,Night
12/22/2022,Panipuri,Fastfood,60,2,132,Online,Mr.,Afternoon
08-06-2022,Panipuri,Fastfood,25,4,157,Cash,Mr.,Night
9/16/2022,Cold coffee,Beverages,40,8,352,Cash,Mr.,Night
10/19/2022,Aalopuri,Fastfood,20,1,26,Cash,Mrs.,Midnight
12/25/2022,Sandwich,Beverages,50,1,55,Online,Mr.,Evening
12/24/2022,Vadapav,Beverages,20,5,40,Cash,Mr.,Morning
5/27/2022,Sugarcane juice,Fastfood,25,3,242,Online,Mrs.,Night
10/24/2022,Cold coffee,Beverages,40,14,660,Online,Mrs.,Midnight
7/31/2022,Aalopuri,Fastfood,20,8,48,Cash,Mr.,Night
05-08-2022,Frankie,Beverages,60,2,51,Online,Mrs.,Midnight
12/29/2022,Vadapav,Fastfood,20,5,92,Cash,Mrs.,Afternoon
11/24/2022,Vadapav,Beverages,50,5,138,Cash,Mrs.,Evening
12/21/2022,Cold coffee,Beverages,25,15,796,Cash,Mr.,Night
11/20/2022,Aalopuri,Fastfood,20,4,77,Cash,Mrs.,Night
10/31/2022,Sugarcane juice,Beverages,25,12,200,Cash,Mrs.,Night
4/17/2022,Cold coffee,Beverages,40,7,354,Online,Mr.,Night
03-03-2023,Aalopuri,Fastfood,20,7,45,Online,Mrs.,Morning
10-09-2022,Sugarcane juice,Beverages,25,3,57,Cash,Mr.,Midnight
9/19/2022,Cold coffee,Beverages,25,8,192,Online,Mrs.,Midnight
06-05-2022,Sandwich,Fastfood,25,13,370,Online,Mr.,Evening
07-11-2022,Frankie,Beverages,50,12,333,Cash,Mrs.,Morning
6/27/2022,Vadapav,Fastfood,20,14,195,Online,Mr.,Evening
4/14/2022,Sandwich,Beverages,40,13,670,Cash,Mrs.,Night
9/30/2022,Panipuri,Fastfood,25,14,333,Online,Mr.,Midnight
2/13/2023,Sugarcane juice,Beverages,20,4,82,Online,Mr.,Midnight
5/21/2022,Panipuri,Fastfood,20,4,261,Cash,Mr.,Afternoon
6/28/2022,Sandwich,Fastfood,60,10,295,Cash,Mrs.,Evening
4/14/2022,Vadapav,Fastfood,20,2,41,Online,Mrs.,Night
9/19/2022,Sugarcane juice,Fastfood,60,8,471,Online,Mrs.,Night
12/14/2022,Frankie,Fastfood,20,9,670,Cash,Mr.,Morning
10/24/2022,Panipuri,Fastfood,50,12,445,Online,Mrs.,Night
5/29/2022,Sugarcane juice,Fastfood,50,12,346,Cash,Mr.,Afternoon
12/28/2022,Vadapav,Fastfood,20,14,567,Cash,Mrs.,Afternoon
12/17/2022,Panipuri,Fastfood,50,6,426,Cash,Mrs.,Morning
3/25/2023,Frankie,Beverages,25,10,350,Cash,Mr.,Night
4/21/2022,Frankie,Fastfood,50,15,729,Online,Mr.,Evening
2/26/2023,Vadapav,Fastfood,20,8,260,Cash,Mr.,Evening
02-01-2023,Frankie,Fastfood,60,8,252,Online,Mr.,Evening
12/29/2022,Frankie,Fastfood,50,11,195,Cash,Mrs.,Evening
11-09-2022,Vadapav,Beverages,20,1,28,Cash,Mr.,Evening
10/17/2022,Vadapav,Beverages,20,2,35,Online,Mr.,Evening
12/25/2022,Sandwich,Fastfood,50,14,514,Cash,Mr.,Midnight
06-06-2022,Sugarcane juice,Fastfood,20,2,107,Online,Mrs.,Midnight
5/19/2022,Sandwich,Fastfood,40,3,387,Cash,Mrs.,Morning
06-01-2022,Panipuri,Beverages,25,12,490,Cash,Mr.,Night
10-08-2022,Sandwich,Beverages,20,5,111,Cash,Mrs.,Morning
1/23/2023,Panipuri,Fastfood,20,13,456,Cash,Mr.,Afternoon
5/28/2022,Cold coffee,Beverages,40,6,453,Cash,Mrs.,Midnight
3/19/2023,Vadapav,Fastfood,20,3,74,Cash,Mrs.,Midnight
07-12-2022,Cold coffee,Beverages,60,9,486,Cash,Mrs.,Midnight
11/28/2022,Cold coffee,Fastfood,40,9,533,Online,Mr.,Afternoon
03-07-2023,Frankie,Beverages,60,5,272,Online,Mrs.,Afternoon
9/22/2022,Frankie,Fastfood,40,13,568,Online,Mrs.,Night
08-12-2022,Sandwich,Beverages,40,9,473,Online,Mr.,Evening
01-11-2023,Frankie,Fastfood,20,13,193,Cash,Mr.,Afternoon
6/30/2022,Panipuri,Fastfood,20,7,202,Online,Mrs.,Evening
9/21/2022,Frankie,Fastfood,60,14,692,Online,Mr.,Afternoon
5/13/2022,Sandwich,Beverages,40,12,413,Online,Mr.,Night
10/24/2022,Cold coffee,Beverages,50,14,588,Cash,Mr.,Midnight
3/30/2023,Frankie,Beverages,20,11,236,Cash,Mr.,Evening
5/19/2022,Frankie,Fastfood,25,6,318,Cash,Mr.,Morning
9/15/2022,Sandwich,Fastfood,60,3,215,Online,Mr.,Morning
9/30/2022,Frankie,Fastfood,40,4,211,Online,Mr.,Morning
03-09-2023,Sugarcane juice,Fastfood,20,5,72,Online,Mr.,Evening
12/28/2022,Sandwich,Beverages,40,2,209,Online,Mrs.,Afternoon
5/27/2022,Cold coffee,Beverages,40,2,105,Cash,Mrs.,Midnight
4/17/2022,Sugarcane juice,Beverages,25,2,122,Online,Mr.,Morning
02-02-2023,Sugarcane juice,Fastfood,20,6,110,Online,Mrs.,Afternoon
01-12-2023,Sandwich,Beverages,50,4,152,Cash,Mr.,Morning
6/13/2022,Panipuri,Beverages,60,4,57,Online,Mrs.,Night
11/15/2022,Vadapav,Fastfood,25,5,117,Cash,Mr.,Morning
10-11-2022,Sandwich,Fastfood,25,12,496,Online,Mr.,Midnight
05-05-2022,Aalopuri,Fastfood,20,7,140,Online,Mrs.,Evening
03-06-2023,Panipuri,Fastfood,20,13,409,Online,Mr.,Morning
10/17/2022,Frankie,Beverages,20,6,195,Cash,Mrs.,Midnight
11/26/2022,Aalopuri,Fastfood,20,12,239,Online,Mr.,Morning
11-11-2022,Frankie,Fastfood,20,4,272,Cash,Mrs.,Midnight
1/20/2023,Aalopuri,Fastfood,20,6,75,Cash,Mrs.,Evening
8/22/2022,Sandwich,Fastfood,25,5,215,Online,Mr.,Afternoon
5/27/2022,Panipuri,Fastfood,20,10,332,Cash,Mr.,Evening
10/16/2022,Aalopuri,Fastfood,20,11,173,Cash,Mr.,Midnight
10-02-2022,Sugarcane juice,Fastfood,20,6,75,Online,Mr.,Evening
4/16/2022,Vadapav,Fastfood,20,11,373,Cash,Mr.,Afternoon
8/31/2022,Frankie,Beverages,60,12,586,Cash,Mrs.,Morning
01-06-2023,Sugarcane juice,Beverages,60,4,165,Online,Mr.,Morning
05-03-2022,Panipuri,Beverages,25,4,76,Cash,Mr.,Afternoon
11/18/2022,Vadapav,Fastfood,25,7,157,Cash,Mrs.,Midnight
08-02-2022,Sugarcane juice,Beverages,20,13,525,Cash,Mr.,Evening
12-02-2022,Sugarcane juice,Beverages,20,4,119,Online,Mr.,Midnight
05-08-2022,Sandwich,Beverages,25,4,262,Online,Mr.,Night
08-10-2022,Cold coffee,Fastfood,60,7,300,Cash,Mr.,Midnight
9/18/2022,Sugarcane juice,Fastfood,20,8,217,Online,Mr.,Midnight
12/28/2022,Panipuri,Fastfood,50,4,219,Online,Mr.,Midnight
04-10-2022,Cold coffee,Fastfood,40,5,389,Online,Mr.,Evening
5/20/2022,Cold coffee,Beverages,40,12,352,Cash,Mrs.,Evening
01-11-2023,Frankie,Beverages,25,7,39,Online,Mr.,Afternoon
08-01-2022,Aalopuri,Fastfood,20,8,60,Cash,Mr.,Afternoon
9/17/2022,Vadapav,Fastfood,20,5,205,Online,Mr.,Evening
1/31/2023,Sandwich,Fastfood,50,3,96,Online,Mr.,Midnight
10-05-2022,Cold coffee,Fastfood,20,1,30,Cash,Mrs.,Morning
3/19/2023,Panipuri,Fastfood,50,9,189,Cash,Mr.,Night
9/19/2022,Aalopuri,Fastfood,20,1,32,Cash,Mrs.,Midnight
6/28/2022,Vadapav,Fastfood,20,14,477,Cash,Mr.,Evening
10/16/2022,Sandwich,Fastfood,20,4,200,Online,Mrs.,Evening
11-01-2022,Vadapav,Fastfood,20,8,242,Online,Mr.,Afternoon
10/18/2022,Cold coffee,Beverages,40,14,415,Cash,Mr.,Midnight
9/17/2022,Aalopuri,Fastfood,20,3,35,Cash,Mr.,Afternoon
08-05-2022,Aalopuri,Fastfood,20,2,68,Online,Mrs.,Afternoon
6/20/2022,Aalopuri,Fastfood,20,9,191,Cash,Mr.,Midnight
6/15/2022,Sugarcane juice,Fastfood,60,13,345,Online,Mr.,Night
6/22/2022,Sugarcane juice,Beverages,25,6,168,Cash,Mrs.,Evening
7/27/2022,Sugarcane juice,Fastfood,25,12,410,Cash,Mr.,Midnight
4/17/2022,Sandwich,Beverages,20,3,127,Cash,Mrs.,Night
09-05-2022,Frankie,Beverages,40,2,294,Online,Mr.,Morning
3/23/2023,Sugarcane juice,Fastfood,20,7,322,Cash,Mrs.,Afternoon
06-07-2022,Panipuri,Beverages,20,6,243,Online,Mrs.,Midnight
01-11-2023,Frankie,Fastfood,50,13,594,Online,Mr.,Morning
6/13/2022,Sugarcane juice,Fastfood,25,9,154,Cash,Mr.,Midnight
8/14/2022,Aalopuri,Fastfood,20,13,165,Cash,Mr.,Evening
5/14/2022,Vadapav,Fastfood,20,5,143,Online,Mr.,Afternoon
02-06-2023,Panipuri,Fastfood,20,10,428,Online,Mrs.,Night
03-05-2023,Sugarcane juice,Fastfood,50,8,301,Cash,Mr.,Afternoon
12/22/2022,Cold coffee,Beverages,40,9,267,Cash,Mrs.,Midnight
06-06-2022,Cold coffee,Fastfood,40,9,659,Online,Mrs.,Morning
3/21/2023,Panipuri,Fastfood,20,2,67,Online,Mrs.,Afternoon
